order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
US-2020-147662,2/14/20,2/19/20,Standard Class,KB-16315,TEC-AC-10003280,71.98,3,0.2,0.9
US-2020-116876,2/14/20,2/21/20,Standard Class,TT-21070,TEC-PH-10002584,625.99,1,0,187.8
US-2020-147662,2/14/20,2/19/20,Standard Class,KB-16315,TEC-PH-10002834,323.98,3,0.4,-81
US-2020-116092,2/15/20,2/18/20,Second Class,JM-16195,OFF-AP-10001391,541.44,6,0,157.02
US-2020-116092,2/15/20,2/18/20,Second Class,JM-16195,OFF-BI-10000546,11.52,5,0.2,4.18
US-2020-116092,2/15/20,2/18/20,Second Class,JM-16195,OFF-BI-10001628,41.72,5,0.2,13.04
US-2020-116092,2/15/20,2/18/20,Second Class,JM-16195,OFF-PA-10000477,19.44,3,0,9.33
US-2020-116092,2/15/20,2/18/20,Second Class,JM-16195,OFF-PA-10004285,13.36,2,0,6.41
US-2020-154326,2/15/20,2/19/20,Standard Class,RP-19855,TEC-AC-10004568,139.95,5,0,26.59
US-2020-154326,2/15/20,2/19/20,Standard Class,RP-19855,TEC-PH-10000560,699.98,2,0,195.99
US-2020-154326,2/15/20,2/19/20,Standard Class,RP-19855,TEC-PH-10001819,134.97,3,0,64.79
US-2020-121776,2/16/20,2/21/20,Standard Class,RD-19585,OFF-LA-10002762,87.71,7,0,41.22
US-2020-121776,2/16/20,2/21/20,Standard Class,RD-19585,OFF-PA-10001970,36.84,3,0,17.31
US-2020-156923,2/16/20,2/20/20,Standard Class,SP-20860,OFF-PA-10002751,35.88,6,0,16.15
US-2020-105725,2/18/20,2/24/20,Standard Class,GT-14755,FUR-TA-10001676,35.54,1,0.2,-0.89
US-2020-111234,2/18/20,2/22/20,Standard Class,AB-10600,OFF-LA-10002271,9.24,3,0,4.44
US-2020-105725,2/18/20,2/24/20,Standard Class,GT-14755,OFF-LA-10003510,61.06,2,0,28.09
US-2020-152611,2/20/20,2/23/20,Second Class,KA-16525,OFF-AR-10003903,286.79,7,0,74.57
US-2020-169740,2/20/20,2/25/20,Standard Class,LM-17065,TEC-AC-10000927,29.99,1,0,3
US-2020-162782,2/21/20,2/27/20,Standard Class,PW-19240,OFF-BI-10003527,2541.98,2,0,1270.99
US-2020-129770,2/21/20,2/23/20,Second Class,JE-15715,OFF-PA-10000249,49.12,4,0,23.09
US-2020-132374,2/22/20,2/24/20,Second Class,PS-19045,OFF-AR-10001615,79.36,4,0,20.63
US-2020-132276,2/23/20,2/28/20,Standard Class,LC-16960,OFF-AP-10000804,26.88,6,0,6.72
US-2020-132276,2/23/20,2/28/20,Standard Class,LC-16960,OFF-BI-10002982,10.9,2,0.2,3.81
US-2020-154900,2/25/20,03/01/2020,Standard Class,SS-20875,OFF-LA-10001641,3.15,1,0,1.51
US-2020-154900,2/25/20,03/01/2020,Standard Class,SS-20875,OFF-PA-10002377,22.72,4,0,10.22
US-2020-104129,2/27/20,03/02/2020,Standard Class,ES-14080,FUR-TA-10004152,493.92,7,0.3,-28.22
US-2020-111325,2/27/20,2/28/20,First Class,BT-11395,OFF-AR-10002257,16.03,6,0.2,2.2
US-2020-111325,2/27/20,2/28/20,First Class,BT-11395,OFF-BI-10000343,4.42,3,0.7,-3.39
US-2020-138485,2/27/20,03/01/2020,Second Class,NP-18670,TEC-AC-10002076,538.92,9,0,80.84
US-2020-104129,2/27/20,03/02/2020,Standard Class,ES-14080,TEC-PH-10003800,105.98,2,0,1.06
US-2020-145436,2/28/20,03/04/2020,Standard Class,VD-21670,FUR-CH-10004477,389.7,8,0.2,43.84
US-2020-145436,2/28/20,03/04/2020,Standard Class,VD-21670,FUR-CH-10004860,161.57,2,0.2,-28.27
US-2020-133585,03/01/2020,03/04/2020,First Class,CM-12715,FUR-BO-10001811,1228,6,0.32,-36.12
US-2020-102316,03/01/2020,03/03/2020,Second Class,DH-13075,FUR-CH-10003396,184.75,3,0.2,-20.78
US-2020-133494,03/01/2020,03/05/2020,Standard Class,RP-19390,OFF-AP-10002906,3.55,2,0.2,0.44
US-2020-133585,03/01/2020,03/04/2020,First Class,CM-12715,OFF-AR-10003696,55.33,2,0.2,6.22
US-2020-153325,03/01/2020,03/02/2020,Second Class,ST-20530,OFF-BI-10004236,58.72,4,0,27.01
US-2020-102316,03/01/2020,03/03/2020,Second Class,DH-13075,TEC-PH-10000376,15.98,2,0.2,1.2
US-2020-104052,03/01/2020,03/02/2020,First Class,TP-21565,TEC-PH-10003215,95.84,4,0.2,34.74
US-2020-110457,03/02/2020,03/06/2020,Standard Class,DK-13090,FUR-TA-10001768,787.53,3,0,165.38
US-2020-105970,03/02/2020,03/07/2020,Standard Class,PA-19060,OFF-AR-10003156,10.16,1,0,2.64
US-2020-105970,03/02/2020,03/07/2020,Standard Class,PA-19060,OFF-EN-10001532,101.88,6,0,50.94
US-2020-109512,03/05/2020,03/05/2020,Same Day,LF-17185,FUR-CH-10001146,383.61,7,0.1,63.93
US-2020-125185,03/05/2020,03/07/2020,Second Class,AH-10195,FUR-CH-10002647,99.37,2,0.3,-7.1
US-2020-140221,03/05/2020,03/09/2020,Second Class,MS-17365,FUR-FU-10000023,4.71,2,0.6,-1.88
US-2020-125185,03/05/2020,03/07/2020,Second Class,AH-10195,FUR-FU-10003247,33.57,2,0.2,-5.45
US-2020-140221,03/05/2020,03/09/2020,Second Class,MS-17365,OFF-AP-10000828,180.98,5,0.8,-470.55
US-2020-153108,03/05/2020,03/09/2020,Standard Class,SF-20200,OFF-AP-10002222,60.69,7,0,16.39
US-2020-140221,03/05/2020,03/09/2020,Second Class,MS-17365,OFF-BI-10002854,11.21,2,0.8,-16.82
US-2020-109001,03/05/2020,03/09/2020,Standard Class,KN-16390,OFF-BI-10003529,2.56,3,0.7,-1.79
US-2020-109512,03/05/2020,03/05/2020,Same Day,LF-17185,OFF-EN-10002621,29.34,3,0,14.67
US-2020-151785,03/05/2020,03/10/2020,Standard Class,JJ-15445,OFF-FA-10000611,7.1,6,0.2,2.49
US-2020-109512,03/05/2020,03/05/2020,Same Day,LF-17185,OFF-ST-10000689,563.4,4,0,67.61
US-2020-140221,03/05/2020,03/09/2020,Second Class,MS-17365,OFF-ST-10000777,60.42,2,0.2,6.04
US-2020-109001,03/05/2020,03/09/2020,Standard Class,KN-16390,TEC-AC-10001101,10.31,1,0.2,-1.29
US-2020-120320,03/05/2020,03/09/2020,Standard Class,MV-18190,TEC-PH-10000149,31.92,2,0.2,2.39
US-2020-109001,03/05/2020,03/09/2020,Standard Class,KN-16390,TEC-PH-10000562,466.16,7,0.4,-93.23
US-2020-153108,03/05/2020,03/09/2020,Standard Class,SF-20200,TEC-PH-10001552,23.92,2,0,6.7
US-2020-142944,03/06/2020,03/11/2020,Standard Class,JL-15850,FUR-FU-10000308,435.26,7,0,95.76
US-2020-142944,03/06/2020,03/11/2020,Standard Class,JL-15850,TEC-CO-10003763,1119.98,2,0.2,377.99
US-2020-146255,03/07/2020,03/10/2020,First Class,EM-14140,OFF-BI-10000309,30.44,2,0,14.92
US-2020-146255,03/07/2020,03/10/2020,First Class,EM-14140,OFF-BI-10001765,69.28,2,0,33.25
US-2020-146255,03/07/2020,03/10/2020,First Class,EM-14140,TEC-AC-10004469,119.85,3,0,52.73
US-2020-146255,03/07/2020,03/10/2020,First Class,EM-14140,TEC-PH-10001619,587.97,3,0,170.51
US-2020-105627,03/08/2020,03/12/2020,Standard Class,DK-12895,FUR-BO-10002916,512.94,3,0,97.46
US-2020-105627,03/08/2020,03/12/2020,Standard Class,DK-12895,FUR-CH-10002084,860.93,7,0,189.4
US-2020-105627,03/08/2020,03/12/2020,Standard Class,DK-12895,FUR-FU-10000308,373.08,6,0,82.08
US-2020-107741,03/08/2020,03/10/2020,First Class,FC-14335,OFF-AR-10002399,3.41,1,0.2,0.89
US-2020-105627,03/08/2020,03/12/2020,Standard Class,DK-12895,OFF-AR-10002704,14.98,1,0,4.49
US-2020-132136,03/08/2020,03/12/2020,Standard Class,FO-14305,OFF-BI-10002706,8.57,3,0.8,-14.57
US-2020-160213,03/08/2020,3/13/20,Standard Class,AR-10825,OFF-PA-10003848,19.44,3,0,9.33
US-2020-105627,03/08/2020,03/12/2020,Standard Class,DK-12895,TEC-PH-10003012,769.95,5,0,223.29
US-2020-110345,03/09/2020,03/11/2020,Second Class,TG-21310,OFF-LA-10001175,4.61,2,0.2,1.67
US-2020-123155,03/09/2020,03/12/2020,First Class,NS-18640,TEC-AC-10002473,113.52,5,0.2,29.8
US-2020-123155,03/09/2020,03/12/2020,First Class,NS-18640,TEC-PH-10001809,359.88,3,0.2,22.49
US-2020-146829,03/10/2020,03/10/2020,Same Day,TS-21340,OFF-BI-10004022,1.11,2,0.8,-1.89
US-2020-118906,03/10/2020,03/10/2020,Same Day,KB-16585,OFF-ST-10002406,89.82,6,0,25.15
US-2020-128083,03/12/2020,3/17/20,Standard Class,EB-13750,FUR-FU-10001731,6.41,3,0.2,1.44
US-2020-128083,03/12/2020,3/17/20,Standard Class,EB-13750,FUR-FU-10003194,30.88,4,0.2,3.86
US-2020-128083,03/12/2020,3/17/20,Standard Class,EB-13750,OFF-EN-10004030,8.69,3,0.2,2.93
US-2020-148705,03/12/2020,3/18/20,Standard Class,EB-14170,OFF-LA-10001641,5.04,2,0.2,1.76
US-2020-114237,3/13/20,3/15/20,First Class,MC-17275,FUR-BO-10004409,141.96,2,0,39.75
US-2020-139675,3/13/20,3/18/20,Second Class,NF-18595,FUR-CH-10004063,915.14,4,0.2,102.95
US-2020-139675,3/13/20,3/18/20,Second Class,NF-18595,FUR-FU-10001979,327.76,8,0,91.77
CA-2020-139675,3/13/20,3/18/20,Second Class,NF-18595,FUR-CH-10004063,915.14,4,0.2,102.95
CA-2020-139675,3/13/20,3/18/20,Second Class,NF-18595,FUR-FU-10001979,327.76,8,0,91.77
US-2020-163587,3/14/20,3/18/20,Standard Class,EP-13915,OFF-BI-10003091,671.94,3,0,315.81
US-2020-163587,3/14/20,3/18/20,Standard Class,EP-13915,OFF-LA-10004484,16.52,4,0,7.6
US-2020-167479,3/14/20,3/19/20,Standard Class,AI-10855,OFF-PA-10002105,19.44,3,0,9.33
US-2020-155124,3/15/20,3/21/20,Standard Class,KS-16300,TEC-PH-10003356,16.78,3,0.2,1.68
US-2020-144722,3/16/20,3/23/20,Standard Class,MF-18250,FUR-FU-10001215,43.13,1,0,18.11
US-2020-112116,3/16/20,3/18/20,Second Class,JE-15475,FUR-TA-10001039,171.96,2,0,44.71
US-2020-145352,3/16/20,3/22/20,Standard Class,CM-12385,OFF-AR-10001662,2.74,1,0,0.74
US-2020-150231,3/16/20,3/20/20,Second Class,JK-15640,OFF-AR-10001761,17.52,3,0,6.31
US-2020-145352,3/16/20,3/22/20,Standard Class,CM-12385,OFF-AR-10003856,8.34,3,0,2.17
US-2020-145352,3/16/20,3/22/20,Standard Class,CM-12385,OFF-BI-10003527,6354.95,5,0,3177.48
US-2020-134257,3/16/20,3/19/20,Second Class,MS-17710,OFF-EN-10003845,7.38,2,0,3.39
US-2020-134257,3/16/20,3/19/20,Second Class,MS-17710,OFF-LA-10003930,491.55,5,0,240.86
US-2020-145352,3/16/20,3/22/20,Standard Class,CM-12385,OFF-ST-10001228,46.74,3,0,11.69
US-2020-153906,3/16/20,3/20/20,Standard Class,MS-17980,TEC-PH-10001527,85.9,2,0,2.58
US-2020-110632,3/17/20,3/22/20,Second Class,HR-14830,OFF-ST-10001291,33.82,2,0,9.13
US-2020-110632,3/17/20,3/22/20,Second Class,HR-14830,TEC-AC-10000387,15.02,1,0,2.7
US-2020-168088,3/19/20,3/22/20,First Class,CM-12655,FUR-BO-10004218,383.47,4,0.32,-67.67
US-2020-113110,3/19/20,3/23/20,Standard Class,BK-11260,OFF-BI-10000088,17.57,2,0.2,6.37
US-2020-149993,3/19/20,3/20/20,First Class,GA-14725,OFF-FA-10001561,10.9,5,0,3.6
US-2020-113110,3/19/20,3/23/20,Standard Class,BK-11260,OFF-LA-10000240,14.62,2,0,6.87
US-2020-168088,3/19/20,3/22/20,First Class,CM-12655,OFF-PA-10000675,65.58,2,0.2,23.77
US-2020-143532,3/19/20,3/24/20,Standard Class,DC-12850,OFF-PA-10001560,14.5,3,0.2,4.89
US-2020-163104,3/19/20,3/26/20,Standard Class,MC-18130,OFF-PA-10001947,11.96,2,0,5.86
US-2020-113110,3/19/20,3/23/20,Standard Class,BK-11260,OFF-PA-10002749,40.14,6,0,19.67
US-2020-111829,3/19/20,3/20/20,First Class,FH-14365,OFF-PA-10004359,209.7,2,0,100.66
US-2020-111829,3/19/20,3/20/20,First Class,FH-14365,OFF-ST-10000142,1247.64,3,0,349.34
US-2020-113110,3/19/20,3/23/20,Standard Class,BK-11260,OFF-SU-10001165,33.36,4,0,8.67
US-2020-111829,3/19/20,3/20/20,First Class,FH-14365,TEC-CO-10001766,3149.93,7,0,1480.47
US-2020-132101,3/19/20,3/25/20,Standard Class,JO-15550,TEC-PH-10004539,453.58,3,0.2,39.69
US-2020-127607,3/20/20,3/26/20,Standard Class,JK-15730,OFF-BI-10001308,2.51,2,0.8,-4.4
US-2020-159534,3/20/20,3/23/20,First Class,DH-13075,OFF-BI-10003656,1087.94,8,0.2,353.58
US-2020-159534,3/20/20,3/23/20,First Class,DH-13075,OFF-BI-10003982,49.85,3,0.2,16.82
US-2020-159534,3/20/20,3/23/20,First Class,DH-13075,OFF-EN-10004386,23.99,1,0,12
US-2020-127607,3/20/20,3/26/20,Standard Class,JK-15730,OFF-FA-10003485,18.86,9,0.2,6.13
US-2020-106565,3/20/20,3/23/20,First Class,BW-11110,OFF-PA-10000061,51.84,8,0,24.88
US-2020-159534,3/20/20,3/23/20,First Class,DH-13075,OFF-ST-10001172,83.92,4,0,20.14
US-2020-165813,3/20/20,3/22/20,Second Class,BM-11785,OFF-ST-10004258,29.3,3,0.2,2.56
US-2020-159534,3/20/20,3/23/20,First Class,DH-13075,TEC-PH-10002310,199.98,2,0,53.99
US-2020-120621,3/21/20,3/26/20,Standard Class,JW-16075,OFF-AP-10002945,962.08,4,0.2,156.34
US-2020-120621,3/21/20,3/26/20,Standard Class,JW-16075,OFF-BI-10000948,12.84,3,0.7,-9.85
US-2020-120621,3/21/20,3/26/20,Standard Class,JW-16075,OFF-PA-10002254,295.46,14,0.2,96.02
CA-2020-150547,3/21/20,3/26/20,Standard Class,FG-14260,OFF-BI-10001071,9.48,1,0,3.79
US-2020-163279,3/22/20,3/26/20,Standard Class,JD-16150,FUR-FU-10000747,91.96,2,0,15.63
US-2020-121552,3/22/20,3/27/20,Standard Class,FW-14395,OFF-AR-10003217,19.56,4,0,5.48
US-2020-157812,3/22/20,3/26/20,Standard Class,DB-13210,OFF-BI-10000285,14.11,9,0.8,-21.17
US-2020-163279,3/22/20,3/26/20,Standard Class,JD-16150,OFF-PA-10003127,105.52,4,0,48.54
US-2020-157812,3/22/20,3/26/20,Standard Class,DB-13210,OFF-ST-10000736,129.57,2,0.2,-25.91
US-2020-117884,3/22/20,3/22/20,Same Day,DC-13285,OFF-ST-10002182,150.41,9,0.2,-33.84
US-2020-157812,3/22/20,3/26/20,Standard Class,DB-13210,TEC-AC-10000171,18.39,1,0.2,5.29
US-2020-117884,3/22/20,3/22/20,Same Day,DC-13285,TEC-AC-10002567,447.94,7,0.2,89.59
US-2020-163440,3/22/20,3/24/20,First Class,RD-19900,TEC-PH-10000376,15.98,2,0.2,1.2
US-2020-163279,3/22/20,3/26/20,Standard Class,JD-16150,TEC-PH-10001795,1487.98,3,0.2,186
US-2020-125374,3/23/20,3/29/20,Standard Class,JD-16060,FUR-CH-10003396,107.77,2,0.3,-29.25
US-2020-130218,3/23/20,3/26/20,First Class,SG-20470,OFF-FA-10003112,31.56,4,0,14.2
US-2020-138219,3/23/20,3/30/20,Standard Class,BP-11095,OFF-PA-10000380,33.36,4,0,16.68
US-2020-107944,3/23/20,3/25/20,First Class,AM-10360,OFF-PA-10000659,192.72,11,0,92.51
US-2020-130218,3/23/20,3/26/20,First Class,SG-20470,OFF-ST-10002486,27.92,4,0,0.56
US-2020-107944,3/23/20,3/25/20,First Class,AM-10360,TEC-AC-10000736,239.97,3,0,86.39
US-2020-118423,3/24/20,3/27/20,First Class,DP-13390,FUR-BO-10000362,359.06,3,0.3,-35.91
US-2020-145457,3/24/20,3/27/20,Second Class,CP-12085,FUR-FU-10003832,46.9,5,0,13.13
US-2020-112508,3/24/20,3/30/20,Standard Class,BP-11185,OFF-AP-10002287,6.99,2,0.2,0.52
US-2020-164301,3/26/20,3/30/20,Standard Class,EB-13840,FUR-TA-10001889,3393.68,8,0,610.86
US-2020-116981,3/26/20,3/28/20,Second Class,SM-20950,OFF-AP-10000595,13.11,3,0,3.41
US-2020-103793,3/26/20,3/31/20,Standard Class,BV-11245,OFF-PA-10001125,74.35,3,0.2,23.24
US-2020-167374,3/26/20,3/30/20,Second Class,GM-14500,OFF-PA-10001950,40.03,6,0.2,12.51
US-2020-116981,3/26/20,3/28/20,Second Class,SM-20950,OFF-ST-10002615,1085.42,7,0,282.21
